location,title,price_eur,rooms,m2,build_material,year,page,kinder_garden,metro_station
Gorublane,"Mnogostaen apartament v kv. Gorublane
Gorublane, Sofia",265000EUR,4,134,Tuhla,2023,167,1,1
Zent_r,"Dvustaen apartament, Zent_r
Zent_r, Sofia",172000EUR,2,84,Tuhla,1964,167,1,1
Lagera,"Dvustaen apartament, j.k. Lagera
Lagera, Sofia",175000EUR,2,95,Tuhla,2008,167,1,1
Malinova Dolina,"Mezonet, kv. Malinova Dolina
Malinova Dolina, Sofia",252000EUR,10,200,Tuhla,2009,167,1,1
Geo Milev,"Tristaen apartament, kv. Geo Milev
Geo Milev, Sofia",229000EUR,3,84,Tuhla,2007,167,1,1
Zent_r,"Prodava ednostaen apartament v Zent_ra v neposredstvena blizost do metrostanzia Zentralna J. P. gara
Zent_r, Sofia",85000EUR,0,30,Tuhla,1967,167,1,1
D_rveniza,"Bez komisiona! Dvustaen apartament D_rveniza
D_rveniza, Sofia",94244EUR,2,65,Tuhla,2024,167,1,1
D_rveniza,"Bez komisiona! Ednostaen apartament D_rveniza
D_rveniza, Sofia",84447EUR,0,46,Tuhla,2024,167,1,1
Studentski Grad,"Obzaveden Ednostaen Apartament v Studentski Grad s Akt 16!
Studentski Grad, Sofia",81999EUR,0,43,Tuhla,2019,167,1,1
Manastirski Livadi,"Dnevna 31 m2! Spalna 13 m2! AKT 14!
Manastirski Livadi, Sofia",134000EUR,2,84,Tuhla,2023,167,1,1
B_kston,"Tristaen apartament, j.k. ”B_kston”
B_kston, Sofia",169000EUR,3,100,Panel,1970,167,1,1
Ivan Vazov,"Mnogostaen apartament v Ivan Vazov
Ivan Vazov, Sofia",462000EUR,4,154,Tuhla,n/a,167,1,1
Ivan Vazov,"Cetiristaen apartament v Ivan Vazov
Ivan Vazov, Sofia",462000EUR,4,154,Tuhla,n/a,167,1,1
Mladost 3,"Garsoniera v Mladost 3
Mladost 3, Sofia",114000EUR,0,50,EPK/PK,n/a,167,1,1
Lozenez,"Tristaen apartament v Lozenez
Lozenez, Sofia",350000EUR,3,136,Tuhla,n/a,167,1,1
Studentski Grad,"Ednostaen ap. za prodajba v kv. Studentski grad
Studentski Grad, Sofia",96000EUR,0,48,Tuhla,2019,167,1,1
Studentski Grad,"Dvustaen ap. za prodajba v kv. Studentski grad
Studentski Grad, Sofia",122000EUR,2,61,Tuhla,2019,167,1,1
Nadejda 2,"Mnogostaen apartament v j.k. Nadejda 2
Nadejda 2, Sofia",235420EUR,4,149,Tuhla,2022,168,0,0
Kr_stova Vada,"Nov dvustaen apartament do Ujen park
 Kr_stova Vada, Sofia",160608EUR,2,66.92,Tuhla,n/a,168,0,0
Studentski Grad,"Obzaveden tristaen apartament v s_rzeto na ”Studentski grad”
 Studentski Grad, Sofia",145000EUR,3,83.01,Tuhla,n/a,168,0,0
Kr_stova Vada,"Dvustaen apartament do metrostanzia ”Vitosa” i Ujen park
 Kr_stova Vada, Sofia",177000EUR,2,73,Tuhla,n/a,168,0,0
Geo Milev,"Prodava Mnogostaen
Geo Milev, Sofia",287000EUR,4,126,Tuhla,2012,168,0,0
Mladost 1,"Panoramen tristaen!
 Mladost 1, Sofia",188888EUR,3,90,EPK/PK,1974,168,0,0
Belite Brezi,"Sresu barter za po- mal_k apartament + doplasane
Belite Brezi, Sofia",192000EUR,4,100,EPK/PK,1990,168,0,0
Ovca Kupel,"3-staen, Sofia, Ovca kupel, 115 kv.m., 184000 €
Ovca Kupel, Sofia",184000EUR,3,115,Tuhla,n/a,168,0,0
Zent_r,"Mnogostaen, Sofia, Zent_r, 140 kv.m., 330000 €
Zent_r, Sofia",330000EUR,4,140,Tuhla,n/a,168,0,0
Mladost 4,"2-staen, Sofia, Mladost 4, 62 kv.m., 97396 €
Mladost 4, Sofia",97396EUR,2,62,Tuhla,n/a,168,0,0
Lozenez,"Mnogostaen, Sofia, Lozenez, 238 kv.m., 450000 €
Lozenez, Sofia",450000EUR,4,238,Tuhla,n/a,168,0,0
Knajevo,"Prodavam apartament
Knajevo, Sofia",230000EUR,3,100,Tuhla,2022,168,0,0
Levski V,"2-staen, Sofia, Levski V, 70 kv.m., 104900 €
Levski V, Sofia",104900EUR,2,70,Tuhla,n/a,168,0,0
Drujba 2,"2-staen, Sofia, Drujba 2, 87 kv.m., 149800 €
Drujba 2, Sofia",149800EUR,2,87,Tuhla,n/a,168,0,0
Goze Delcev,"Dnevna 32 m2! Spalna 20 m2! Spalna 15 m2! Pred Akt 15!
Goze Delcev, Sofia",249000EUR,3,123,Tuhla,2023,168,0,0
Zent_r,"Metrostanzia! Panorama! Dve sanitarni!
Zent_r, Sofia",109900EUR,3,93,Tuhla,1965,168,0,1
Belite Brezi,"Dvustaen za prodajba, Belite Brezi
Belite Brezi, Sofia",150000EUR,2,78,Tuhla,2004,168,0,1
Vitosa,"Pred AKT 15! Top zena! Dokazan investitor! Opzia Garaj!
Vitosa, Sofia",74900EUR,2,50,Tuhla,2023,168,0,1
Lozenez,"Dnevna 44 m2! Spalna 27 m2! Spalna 14 m2! Spalna 13 m2!
Lozenez, Sofia",340000EUR,4,207,Tuhla,2024,168,0,1
Drujba 2,"Dvustaen apartament v j.k. Drujba 2
Drujba 2, Sofia",102000EUR,2,72,Tuhla,2023,168,0,1
Malinova Dolina,"Dvustaen apartament 58 kv.m Tuhla 2023 g. 2 etaj Neposleden
Malinova Dolina, Sofia",85750EUR,2,58,Tuhla,2023,168,0,1
Lulin Zent_r,"Dvustaen za prodajba, Lulin - zent_r
Lulin Zent_r, Sofia",113500EUR,2,80,Tuhla,2024,168,0,1
Lulin 7,"Era Mladost ima udovolstvieto da vi predstavi Ekskluziven imot v j.k. Lulin 7
 Lulin 7, Sofia",75000EUR,0,44,Panel,1985,168,0,1
Zent_r,"Mnogostaen apartament- Zent_r, gr. Sofia
Zent_r, Sofia",517700EUR,4,167,Tuhla,1939,168,0,1
Lozenez,"Prodava MNOGOSTAEN
Lozenez, Sofia",535000EUR,4,168,Tuhla,1998,168,0,1
Dragalevzi,"Prostoren apartament s panoramni gledki v kv. Dragalevzi
 Dragalevzi, Sofia",590400EUR,4,328,Tuhla,n/a,168,0,1
Lozenez,"Tristaen apartament s dva garaja v moderen kompleks v kv. ”Lozenez”
 Lozenez, Sofia",315000EUR,3,130.94,Tuhla,n/a,168,0,1
Zent_r,"Mnogostaen apartament 120 kv.m Tuhla 1970 g. 4 etaj
Zent_r, Sofia",450000EUR,4,120,Tuhla,1970,168,0,1
Manastirski Livadi,"Dvustaen apartament s_s strahotna terasa v kv. Manatirski Livadi
Manastirski Livadi, Sofia",152500EUR,2,95,Tuhla,2023,168,0,1
Zaharna Fabrika,"Prodavam 2-staen apartament
 Zaharna Fabrika, Sofia",98000EUR,2,55,EPK/PK,1969,169,0,0
Lulin 4,"Prostoren apartament s dve spalni v sanirana sgrada v kv. Lulin 4
 Lulin 4, Sofia",133000EUR,3,88,EPK/PK,2000,169,0,0
Mladost 4,"2-staen, Sofia, Mladost 4, 62 kv.m., 93054 €
Mladost 4, Sofia",93054EUR,2,62,Tuhla,n/a,169,0,0
Vitosa,"Mnogostaen, Sofia, Vitosa, 282 kv.m., 530000 €
Vitosa, Sofia",530000EUR,4,282,Tuhla,n/a,169,0,0
Hladilnika,"Tristaen apartament 125 kv.m Tuhla 2022 g. 2 etaj Neposleden
Hladilnika, Sofia",230000EUR,3,125,Tuhla,2022,169,0,0
Manastirski Livadi,"Tristaen apartament, Manastirski livadi
Manastirski Livadi, Sofia",292000EUR,3,119,Tuhla,2021,169,0,0
Manastirski Livadi,"Akt 16! Dnevna 43 m2! Spalna 18m2! Panorama!
Manastirski Livadi, Sofia",268224EUR,3,178,Tuhla,2019,169,0,0
Vitosa,"Pred AKT 16! Ug-zapad! Sreden etaj!
Vitosa, Sofia",89000EUR,2,57,Tuhla,2023,169,0,0
Vitosa,"Dnevna 23 m2! Spalna 15 m2! Pred Akt 15!
Vitosa, Sofia",112900EUR,2,67,Tuhla,2023,169,0,0
Sofia,"Dvustaen apartament Tuhla
Sofia",180000EUR,2,56,Tuhla,1958,169,0,0
Dianabad,"Dnevna 24 m2! Spalna 16 m2! Spalna 13 m2!
Dianabad, Sofia",205000EUR,3,111,Tuhla,2023,169,0,0
Dianabad,"Dnevna 24 m2! Spalna 12 m2! Bez prehod!
Dianabad, Sofia",129500EUR,2,70,Tuhla,2023,169,0,0
Razsadnika,"Golam tristaen apartament v kv. Razsadnika do Fantastiko
 Razsadnika, Sofia",178000EUR,3,112,Tuhla,2025,169,0,0
Malinova Dolina,"Dvustaen, nova sgrada, 66m2, et.2, Zena 97000 evro, do Ring Mol
 Malinova Dolina, Sofia",97000EUR,2,65,Tuhla,2024,169,0,0
Lulin 10,"Dvustaen, nova sgrada, Lulin 10 do pojarnata, et.3, 95830E
 Lulin 10, Sofia",95830EUR,2,68,Tuhla,2024,169,0,0
Razsadnika,"IHOME Real Estate PRODAVA MNOGOSTAEN V RAZSADNIKA
Razsadnika, Sofia",307000EUR,4,200,Tuhla,2024,169,0,0
Manastirski Livadi,"Dvustaen apartament v nova sgrada v kv. ”Manastirski livadi - zapad”
 Manastirski Livadi, Sofia",142452EUR,2,79.14,Tuhla,2023,169,0,0
Vitosa,"Tristaen za prodajba, Vitosa
Vitosa, Sofia",220000EUR,3,110,Tuhla,2016,169,0,0
Geo Milev,"Geo Milev tristaen obzaveden tuhla
Geo Milev, Sofia",393000EUR,3,132,Tuhla,1993,169,0,0
Ovca Kupel,"Ovca kupel tristaen tuhla, s golam garaj
Ovca Kupel, Sofia",207000EUR,3,119,Tuhla,2019,169,0,0
Zaharna Fabrika,"Zaharna fabrika dvustaen tuhla
Zaharna Fabrika, Sofia",77000EUR,2,40,Tuhla,1980,169,0,0
Dragalevzi,"Nov mnogostaen apartament + parkomasto v kv. Dragalevzi s akt 16
Dragalevzi, Sofia",374000EUR,4,220,Tuhla,2020,169,0,0
Zent_r,"Dvustaen apartament- Zent_r, gr. Sofia
 Zent_r, Sofia",200000EUR,2,89,Tuhla,1966,169,0,0
Ovca Kupel,"Tristaen apartament kv. Ovca kupel
Ovca Kupel, Sofia",152208EUR,3,108,Tuhla,2024,169,0,0
Ovca Kupel,"Cetiristaen apartament kv. Ovca kupel
Ovca Kupel, Sofia",183806EUR,4,131,Tuhla,2024,169,0,0
Ovca Kupel,"Tristaen apartament kv. Ovca kupel
Ovca Kupel, Sofia",164038EUR,3,117,Tuhla,2024,169,0,0
Zapaden Park,"Dvustaen apartament 59 kv.m Tuhla 1960 g. 1 etaj P_rvi jilisen
Zapaden Park, Sofia",110000EUR,2,59,Tuhla,1960,169,0,0
Ivan Vazov,"Luksozen cetiristaen apartament v kv. Ivan Vazov do Ujen park
Ivan Vazov, Sofia",462000EUR,4,154,Tuhla,2002,169,0,0
Lulin 4,"Tristaen apartament 88 kv.m Panel 1980 g. 1 etaj
Lulin 4, Sofia",120000EUR,3,88,Panel,1980,169,0,0
Lulin 6,"Dvustaen apartament 60 kv.m Panel 1982 g. 8 etaj
Lulin 6, Sofia",95000EUR,2,60,Panel,1982,169,0,0
Malinova Dolina,"Dvustaen apartament, Malinova dolina
Malinova Dolina, Sofia",120000EUR,2,75,Tuhla,2024,170,1,0
Zent_r,"Prodajba na ednostaen apartament - gr. Sofia, Zent_r
 Zent_r, Sofia",93000EUR,0,89,Tuhla,2011,170,1,0
Svoboda,"Dvustaen za prodajba, Svoboda
Svoboda, Sofia",129000EUR,2,65,Panel,1980,170,1,0
Borovo,"Tristaen za prodajba, Borovo
Borovo, Sofia",175000EUR,3,78,Panel,1978,170,1,0
Studentski Grad,"Cetiristaen apartament v Studentski grad
Studentski Grad, Sofia",189600EUR,4,135,Tuhla,n/a,170,1,0
Malinova Dolina,"Cetiristaen apartament v Malinova dolina s terasa 60 kv.m.
Malinova Dolina, Sofia",212380EUR,4,170,Tuhla,2023,170,1,0
Ovca Kupel 2,"3-staen, Sofia, Ovca kupel 2, 123 kv.m., 167000 €
Ovca Kupel 2, Sofia",167000EUR,3,123,Tuhla,n/a,170,1,0
Lozenez,"3-staen, Sofia, Lozenez, 85 kv.m., 359000 €
Lozenez, Sofia",359000EUR,3,85,Tuhla,n/a,170,1,0
Zent_r,"3-staen, Sofia, Zent_r, 90 kv.m., 260000 €
Zent_r, Sofia",260000EUR,3,90,Tuhla,n/a,170,1,0
Oborise,"3-staen, Sofia, Oborise, 110 kv.m., 228500 €
Oborise, Sofia",228500EUR,3,110,Tuhla,n/a,170,1,0
Lulin 9,"Dvustaen apartament v j.k. Lulin 9
Lulin 9, Sofia",75000EUR,2,52,Tuhla,2024,170,1,0
Strelbise,"Mnogostaen apartament v j.k. Strelbise
Strelbise, Sofia",339000EUR,4,180,Tuhla,2008,170,1,0
Zent_r,"Mnogostaen za prodajba, Zent_r
Zent_r, Sofia",463500EUR,4,120,Tuhla,1970,170,1,0
Nadejda 3,"Ednostaen za prodajba, Nadejda 3
Nadejda 3, Sofia",80000EUR,0,42,Panel,1976,170,1,0
Ilinden,"Tristaen za prodajba, Ilinden
Ilinden, Sofia",185000EUR,3,86,Panel,1982,170,1,0
Ilinden,"Tristaen apartament 86 kv.m Panel 1982 g. 5 etaj Neposleden
Ilinden, Sofia",185000EUR,3,86,Panel,1982,170,1,0
Studentski Grad,"Dvustaen za prodajba, Studentski grad
Studentski Grad, Sofia",122000EUR,2,61,Tuhla,2019,170,1,0
Studentski Grad,"Dvustaen za prodajba, Studentski grad
Studentski Grad, Sofia",183600EUR,2,102,Tuhla,2019,170,1,0
B_kston,"Jilisna sgrada s ogranicen broj apartamenti v kv. B_kston
 B_kston, Sofia",121174EUR,2,69,Tuhla,2024,170,1,0
Lulin 6,"Dvustajni, tristajni i cetiristajni apartamenti v kv. Lulin 6
 Lulin 6, Sofia",78126EUR,2,57.87,Tuhla,2024,170,1,0
Lulin 10,"Posleden aparatement v nova jilisna sgrada v kv. Lulin 10
 Lulin 10, Sofia",102645EUR,2,68.43,Tuhla,2024,170,1,0
Kr_stova Vada,"2-staen, Sofia, Kr_stova vada, 67 kv.m., 163000 €
Kr_stova Vada, Sofia",163000EUR,2,67,Tuhla,n/a,170,1,1
Manastirski Livadi,"Mnogostaen, Sofia, Manastirski livadi - iztok, 163 kv.m., 279000 €
Manastirski Livadi, Sofia",279000EUR,4,163,Tuhla,n/a,170,1,1
Krasna Polana,"3-staen, Sofia, Krasna polana 1, 96 kv.m., 145000 €
Krasna Polana, Sofia",145000EUR,3,96,EPK/PK,n/a,170,1,1
Vitosa,"2-staen, Sofia, Vitosa, 71.59 kv.m., 119000 €
Vitosa, Sofia",119000EUR,2,72,Tuhla,n/a,170,1,1
Manastirski Livadi,"2-staen, Sofia, Manastirski livadi - iztok, 57.77 kv.m., 98209 €
Manastirski Livadi, Sofia",98209EUR,2,58,Tuhla,n/a,170,1,1
Manastirski Livadi,"3-staen, Sofia, Manastirski livadi - iztok, 110.74 kv.m., 188258 €
Manastirski Livadi, Sofia",188258EUR,3,111,Tuhla,n/a,171,0,0
Manastirski Livadi,"3-staen, Sofia, Manastirski livadi - iztok, 106.07 kv.m., 180319 €
Manastirski Livadi, Sofia",180319EUR,3,106,Tuhla,n/a,171,0,0
Krasna Polana,"Dvustaen apartament, kv. ”Krasna polana”
Krasna Polana, Sofia",93000EUR,2,67,Tuhla,1976,171,0,0
Lozenez,"Dvustaen apartament, Lozenez
Lozenez, Sofia",203000EUR,2,77,Tuhla,2000,171,0,0
Lozenez,"Dvustaen apartament Lozenez
Lozenez, Sofia",205000EUR,2,76,Tuhla,2000,171,0,1
Banisora,"Prodava nov mnogostaen apartament do magazin Billa
Banisora, Sofia",209600EUR,4,131,Tuhla,2024,171,0,1
Belite Brezi,"Nov luksozen tristaen, tuhlen, apartament s AKT 16
Belite Brezi, Sofia",285000EUR,3,128,Tuhla,2021,171,0,1
Borovo,"Dvustaen apartament 60 kv.m Panel 1972 g. 4 etaj Neposleden
Borovo, Sofia",130000EUR,2,60,Panel,1972,171,0,1
Mladost 4,"Dvustaen apartament 101 kv.m Tuhla 3 etaj
Mladost 4, Sofia",156000EUR,2,101,Tuhla,n/a,171,0,1
Zent_r,"Tristaen apartament- Zent_r, gr. Sofia
 Zent_r, Sofia",205990EUR,3,80,Tuhla,1965,171,0,1
Vitosa,"Prostorno mnogostajno jilise v kv. Vitosa
 Vitosa, Sofia",587000EUR,4,273,Tuhla,n/a,171,0,1
Ovca Kupel,"3-staen Ovca kupel, ul. Buket 9
 Ovca Kupel, Sofia",155000EUR,3,100,Tuhla,2020,171,0,1
Manastirski Livadi,"Tristaen apartament, Manastirski livadi
Manastirski Livadi, Sofia",270000EUR,3,143,Tuhla,2022,171,0,1
Boana,"Ujen DVUSTAEN apartament ▪︎ Obitaema sgrada pred Pred Akt 16
Boana, Sofia",132000EUR,2,110,Tuhla,2013,171,0,1
Mladost 1,"Cetiristaen apartament v Mladost 1
Mladost 1, Sofia",230000EUR,4,130,EPK/PK,n/a,171,0,1
Oborise,"Dvustaen apartament v Oborise
Oborise, Sofia",155000EUR,2,40,Tuhla,n/a,171,0,1
Lozenez,"Mnogostaen apartament v Lozenez
Lozenez, Sofia",385000EUR,4,155,Tuhla,n/a,171,0,1
Lozenez,"Cetiristaen apartament v Lozenez
Lozenez, Sofia",385000EUR,4,155,Tuhla,n/a,171,0,1
Oborise,"Ednostaen apartament v Oborise
Oborise, Sofia",155000EUR,0,40,Tuhla,n/a,171,0,1
Lozenez,"Cetiristaen apartament v Lozenez
Lozenez, Sofia",329000EUR,4,95,Tuhla,n/a,171,0,1
Malinova Dolina,"Tristaen apartament v Malinova dolina!
Malinova Dolina, Sofia",128500EUR,3,81,Tuhla,2023,171,0,1
Poligona,"Dvustaen apartament v kv. Poligona
 Poligona, Sofia",149000EUR,2,73.28,Tuhla,2007,171,0,1
Lulin 5,"Novoobzaveden dvustaen apartament v kv. Lulin 5
 Lulin 5, Sofia",64000EUR,2,42.43,Panel,1980,171,0,1
Boana,"2-staen, Sofia, Boana, 77.42 kv.m., 136200 €
Boana, Sofia",136200EUR,2,77,Tuhla,n/a,171,0,1
Vitosa,"2-staen, Sofia, Vitosa, 75 kv.m., 114500 €
Vitosa, Sofia",114500EUR,2,75,Tuhla,n/a,171,0,1
Vitosa,"2-staen, Sofia, Vitosa, 79 kv.m., 125000 €
Vitosa, Sofia",125000EUR,2,79,Tuhla,n/a,171,0,1
Vitosa,"3-staen, Sofia, Vitosa, 110 kv.m., 165000 €
Vitosa, Sofia",165000EUR,3,110,Tuhla,n/a,171,0,1
Ovca Kupel,"2-staen, Sofia, Ovca kupel, 70 kv.m., 98154 €
Ovca Kupel, Sofia",98154EUR,2,70,Tuhla,n/a,171,0,1
Ovca Kupel,"Mnogostaen, Sofia, Ovca kupel, 188 kv.m., 244700 €
Ovca Kupel, Sofia",244700EUR,4,188,Tuhla,n/a,171,0,1
Ovca Kupel,"Mnogostaen, Sofia, Ovca kupel, 131 kv.m., 170000 €
Ovca Kupel, Sofia",170000EUR,4,131,Tuhla,n/a,171,0,1
Ovca Kupel,"Mnogostaen, Sofia, Ovca kupel, 156 kv.m., 202500 €
Ovca Kupel, Sofia",202500EUR,4,156,Tuhla,n/a,172,0,1
Manastirski Livadi,"2-staen, Sofia, Manastirski livadi - iztok, 89 kv.m., 154945 €
Manastirski Livadi, Sofia",154945EUR,2,89,EPK/PK,n/a,172,0,1
Obela,"Mnogostaen, Sofia, Obela, 155 kv.m., 146850 €
Obela, Sofia",146850EUR,4,155,Tuhla,n/a,172,0,1
Gorna Bana,"Tristaen apartament
Gorna Bana, Sofia",240000EUR,3,175,Tuhla,2006,172,0,1
Hipodruma,"3staen v Hipodruma
 Hipodruma, Sofia",240000EUR,3,108,Tuhla,1976,172,0,1
Simeonovo,"Mnogostaen apartament v kv. Simeonovo
Simeonovo, Sofia",323000EUR,4,138,Tuhla,1996,172,0,1
Vr_bniza 2,"Dvustaen apartament za prodajba v moderna nova sgrada
Vr_bniza 2, Sofia",106000EUR,2,66,Tuhla,2022,172,0,1
Manastirski Livadi,"Golam TRIstaen apartament v nova moderna sgrada v top lokazia do ”Mol B_lgaria”, Manastirski livadi-..
Manastirski Livadi, Sofia",281300EUR,3,125,Tuhla,2022,172,0,1
Manastirski Livadi,"Tristaen apartament, Manastirski livadi
Manastirski Livadi, Sofia",168000EUR,3,80,Tuhla,2012,172,0,1
Borovo,"Prodajba 3-staen gr. Sofia - Borovo 115m²
Borovo, Sofia",240000EUR,3,115,Tuhla,n/a,172,0,1
Pavlovo,"Tristaen apartament Pavlovo
Pavlovo, Sofia",168000EUR,3,110,Tuhla,1992,172,0,1
Manastirski Livadi,"Tristaen apartament, Manastirski livadi
Manastirski Livadi, Sofia",166000EUR,3,83,Tuhla,2012,172,0,1
Vitosa,"Ednostaen apartament 40 kv.m Tuhla 2022 g. 2 etaj Neposleden
Vitosa, Sofia",74000EUR,0,40,Tuhla,2022,172,0,1
Zent_r,"Prodajba 3-staen gr. Sofia - Zent_r 86m²
Zent_r, Sofia",279000EUR,3,86,Tuhla,n/a,172,0,1
Lagera,"Prostoren apartament s 2 spalni v kv. Lagera
Lagera, Sofia",165000EUR,4,92,Panel,1995,172,0,1
Zona B19,"Obzaveden apartament do mol Sofia
Zona B19, Sofia",120000EUR,2,60,Tuhla,2014,172,0,1
Manastirski Livadi,"Nap_lno obzaveden cetiristaen apartament v otlicno s_stoanie za prodajba v kv. Manastirski livadi
 Manastirski Livadi, Sofia",369000EUR,4,148,Tuhla,n/a,172,0,1
Ovca Kupel 2,"Panoramen apartament v nova sgrada do bolniza ”Doverie” i metro ”Ovca kupel 2”
 Ovca Kupel 2, Sofia",172047EUR,3,125.28,Tuhla,2023,172,0,1
Tolstoj,"Tristaen apartament 85 kv.m Tuhla 2018 g. 3 etaj
Tolstoj, Sofia",170000EUR,3,85,Tuhla,2018,172,0,1
Levski G,"Dvustaen apartament 74 kv.m Tuhla 2019 g. 5 etaj
Levski G, Sofia",148000EUR,2,74,Tuhla,2019,172,0,1
Ovca Kupel,"Tristaen apartament
 Ovca Kupel, Sofia",144000EUR,3,122,Tuhla,2024,172,0,1
Slavia,"Elegantna sgrada s_s sobstven dvor v kvartal Slavia
 Slavia, Sofia",159407EUR,2,71.54,Tuhla,2024,172,0,1
Razsadnika,"Sl_ncev ednostaen apartament v kv. Razsadnika
Razsadnika, Sofia",97000EUR,0,45,Panel,1980,172,0,1
Vitosa,"3-staen, Sofia, Vitosa, 152 kv.m., 250000 €
Vitosa, Sofia",250000EUR,3,152,Tuhla,n/a,172,0,1
Vitosa,"2-staen, Sofia, Vitosa, 81 kv.m., 135000 €
Vitosa, Sofia",135000EUR,2,81,Tuhla,n/a,172,0,1
Vitosa,"3-staen, Sofia, Vitosa, 120 kv.m., 205000 €
Vitosa, Sofia",205000EUR,3,120,Tuhla,n/a,172,0,1
Vitosa,"3-staen, Sofia, Vitosa, 99 kv.m., 160000 €
Vitosa, Sofia",160000EUR,3,99,Tuhla,n/a,172,0,1
Vitosa,"3-staen, Sofia, Vitosa, 110 kv.m., 175000 €
Vitosa, Sofia",175000EUR,3,110,Tuhla,n/a,172,0,1
Mladost 4,"3-staen, Sofia, Mladost 4, 125 kv.m., 207483 €
Mladost 4, Sofia",207483EUR,3,125,Tuhla,n/a,173,0,0
Mladost 4,"3-staen, Sofia, Mladost 4, 123 kv.m., 204744 €
Mladost 4, Sofia",204744EUR,3,123,Tuhla,n/a,173,0,0
Mladost 4,"2-staen, Sofia, Mladost 4, 88 kv.m., 159226 €
Mladost 4, Sofia",159226EUR,2,88,Tuhla,n/a,173,0,0
Mladost 4,"2-staen, Sofia, Mladost 4, 62 kv.m., 104881 €
Mladost 4, Sofia",104881EUR,2,62,Tuhla,n/a,173,0,0
Mladost 4,"Mnogostaen, Sofia, Mladost 4, 131 kv.m., 217759 €
Mladost 4, Sofia",217759EUR,4,131,Tuhla,n/a,173,0,0
Mladost 4,"2-staen, Sofia, Mladost 4, 71 kv.m., 126896 €
Mladost 4, Sofia",126896EUR,2,71,Tuhla,n/a,173,0,0
Mladost 4,"3-staen, Sofia, Mladost 4, 131 kv.m., 214377 €
Mladost 4, Sofia",214377EUR,3,131,Tuhla,n/a,173,0,0
Mladost 4,"2-staen, Sofia, Mladost 4, 66 kv.m., 114015 €
Mladost 4, Sofia",114015EUR,2,66,Tuhla,n/a,173,0,0
Mladost 4,"Mnogostaen, Sofia, Mladost 4, 160 kv.m., 275750 €
Mladost 4, Sofia",275750EUR,4,160,Tuhla,n/a,173,0,0
Mladost 4,"3-staen, Sofia, Mladost 4, 107 kv.m., 171200 €
Mladost 4, Sofia",171200EUR,3,107,Tuhla,n/a,173,0,0
Mladost 4,"2-staen, Sofia, Mladost 4, 65 kv.m., 109847 €
Mladost 4, Sofia",109847EUR,2,65,Tuhla,n/a,173,0,0
Mladost 4,"2-staen, Sofia, Mladost 4, 68 kv.m., 115370 €
Mladost 4, Sofia",115370EUR,2,68,Tuhla,n/a,173,0,0
Mladost 4,"2-staen, Sofia, Mladost 4, 88 kv.m., 153842 €
Mladost 4, Sofia",153842EUR,2,88,Tuhla,n/a,173,0,0
Mladost 4,"3-staen, Sofia, Mladost 4, 120 kv.m., 192864 €
Mladost 4, Sofia",192864EUR,3,120,Tuhla,n/a,173,0,0
Mladost 4,"Mnogostaen, Sofia, Mladost 4, 157 kv.m., 236555 €
Mladost 4, Sofia",236555EUR,4,157,Tuhla,n/a,173,0,0
Mladost 4,"2-staen, Sofia, Mladost 4, 76 kv.m., 127748 €
Mladost 4, Sofia",127748EUR,2,76,Tuhla,n/a,173,0,0
Mladost 4,"2-staen, Sofia, Mladost 4, 73 kv.m., 122375 €
Mladost 4, Sofia",122375EUR,2,73,Tuhla,n/a,173,0,0
Mladost 4,"2-staen, Sofia, Mladost 4, 68 kv.m., 113315 €
Mladost 4, Sofia",113315EUR,2,68,Tuhla,n/a,173,0,0
Mladost 4,"2-staen, Sofia, Mladost 4, 88 kv.m., 151205 €
Mladost 4, Sofia",151205EUR,2,88,Tuhla,n/a,173,0,0
Mladost 4,"2-staen, Sofia, Mladost 4, 73 kv.m., 119951 €
Mladost 4, Sofia",119951EUR,2,73,Tuhla,n/a,173,0,0
Mladost 4,"2-staen, Sofia, Mladost 4, 76 kv.m., 125720 €
Mladost 4, Sofia",125720EUR,2,76,Tuhla,n/a,173,0,0
Mladost 4,"2-staen, Sofia, Mladost 4, 69 kv.m., 110816 €
Mladost 4, Sofia",110816EUR,2,69,Tuhla,n/a,173,0,0
Mladost 4,"3-staen, Sofia, Mladost 4, 120 kv.m., 188070 €
Mladost 4, Sofia",188070EUR,3,120,Tuhla,n/a,173,0,0
Mladost 4,"2-staen, Sofia, Mladost 4, 57 kv.m., 92763 €
Mladost 4, Sofia",92763EUR,2,57,Tuhla,n/a,173,0,0
Mladost 4,"2-staen, Sofia, Mladost 4, 62 kv.m., 99296 €
Mladost 4, Sofia",99296EUR,2,62,Tuhla,n/a,173,0,0
Mladost 4,"3-staen, Sofia, Mladost 4, 116 kv.m., 183038 €
Mladost 4, Sofia",183038EUR,3,116,Tuhla,n/a,173,0,0
Mladost 4,"3-staen, Sofia, Mladost 4, 107 kv.m., 164780 €
Mladost 4, Sofia",164780EUR,3,107,Tuhla,n/a,173,0,0
Mladost 4,"3-staen, Sofia, Mladost 4, 118 kv.m., 182212 €
Mladost 4, Sofia",182212EUR,3,118,Tuhla,n/a,173,0,0
Mladost 4,"2-staen, Sofia, Mladost 4, 72 kv.m., 115145 €
Mladost 4, Sofia",115145EUR,2,72,Tuhla,n/a,173,0,0
Mladost 4,"3-staen, Sofia, Mladost 4, 120 kv.m., 184394 €
Mladost 4, Sofia",184394EUR,3,120,Tuhla,n/a,174,0,0
